premises,hypothesis,labels,Lexical Semantics,Logic,Domain, Lexical Semantics,Type,Knowledge,Predicate-Argument Structure,Key Elements,Premise Polarity,Hypothesis Certainty,Verb Category,Inference derivation,Common-Sense Type 1,Common-Sense Type 2
"Despite the rain, Tamy did not give up on the boat trip.",It was raining.,Entailment,Factivity,,Artificial,,,,,despite,Positive,Fact,Factive,Construction driven,,
Tamy did not give up on the boat trip.,Tamy went on the boat trip.,Entailment,Factivity,,Artificial,,,,,give up,Positive,Fact,Factive,Lexically driven,,
Tamy did not give up on the boat trip.,Tamy did not go to the boat trip.,Contradiction,Factivity,,Artificial,,,,,give up,Positive,Counterfact,Factive,Lexically driven,,
"Even though it was raining, Tamy did not give up on her boat trip.",It was not raining.,Contradiction,Factivity,,Artificial,,,,,even though,Positive,Counterfact,Factive,Construction driven,,
"Because of the rain, Tamy gave up on her boat trip.",It was raining.,Entailment,Factivity,,Artificial,,,,,because of,Positive,Fact,Factive,Construction driven,,
"Because of the rain, Tamy gave up on her boat trip.",It was not raining.,Contradiction,Factivity,,Artificial,,,,,because of,Positive,Counterfact,Factive,Construction driven,,
Tamy gave up on her boat trip.,Tamy went on her boat trip.,Contradiction,Factivity,,Artificial,,,,,give up,Negative,Counterfact,Factive,Lexically driven,,
Tamy gave up on her boat trip.,Tamy did not go on her boat trip.,Entailment,Factivity,,Artificial,,,,,give up,Negative,Fact,Factive,Lexically driven,,
Andie intends to continue her studies.,Andie will continue her studies.,Neutral,Factivity,,Artificial,,,,,intends to,,Possibly Fact,Volition,Lexically driven,,
Andie intends to continue her studies.,Andie will not continue her studies.,Neutral,Factivity,,Artificial,,,,,intends to,,Possibly Counterfact,Volition,Lexically driven,,
The guy is a possible war criminal.,The guy is a war criminal.,Neutral,Factivity,,Artificial,,,,,possible,,Possibly Fact,Adjective,Lexically driven,,
The guy is a possible war criminal.,The guy is not a war criminal.,Neutral,Factivity,,Artificial,,,,,possible,,Possibly Counterfact,Adjective,Lexically driven,,
The guy is a possible war criminal.,The guy might be a war criminal.,Entailment,Factivity,,Artificial,,,,,possible,Positive,Fact,Adjective,Lexically driven,,
The police is investigating on a possible murder.,There was a murder.,Neutral,Factivity,,Artificial,,,,,possible,,Possibly Fact,Adjective,Lexically driven,,
The police is investigating on a possible murder.,There was not a murder.,Neutral,Factivity,,Artificial,,,,,possible,,Possibly Counterfact,Adjective,Lexically driven,,
Bettie forgot to turn off the gas.,Bettie turned off the gas.,Contradiction,Factivity,,Artificial,,,,,forgot,Negative,Counterfact,Factive,Lexically driven,,
Bettie forgot to turn off the gas.,Bettie did not turn off the gas.,Entailment,Factivity,,Artificial,,,,,forgot,Negative,Fact,Factive,Lexically driven,,
Bettie remembered to turn off the gas.,Bettie turned off the gas.,Entailment,Factivity,,Artificial,,,,,remembered,Positive,Fact,Factive,Lexically driven,,
Bettie remembered to turn off the gas.,Bettie did not turn off the gas.,Contradiction,Factivity,,Artificial,,,,,remembered,Positive,Counterfact,Factive,Lexically driven,,
Bettie did not remember to turn off the gas.,Bettie turned off the gas.,Contradiction,Factivity,,Artificial,,,,,remember,Negative,Counterfact,Factive,Lexically driven,,
Bettie did not remember to turn off the gas.,Bettie forgot to turn off the gas.,Entailment,Factivity,,Artificial,,,,,remember,Positive,Fact,Factive,Lexically driven,,
Bettie did not remember to turn off the gas.,Bettie did not turn off the gas.,Entailment,Factivity,,Artificial,,,,,remember,Negative,Fact,Factive,Lexically driven,,
"If looks could kill, Ryan would be dead by now.",Ryan is dead. ,Contradiction,Factivity,,Artificial,,,,,if,Negative,Counterfact,Figure of Speech,Construction driven,,
"If looks could kill, Ryan would be dead by now.",Looks can kill.,Contradiction,Factivity,,Artificial,,,,,if,Negative,Counterfact,Figure of Speech,Construction driven,,
"If looks could kill, Ryan would be dead by now.",Looks cannot kill.,Entailment,Factivity,,Artificial,,,,,if,Negative,Fact,Figure of Speech,Construction driven,,
"If Jill had known that Ezra was Jim's brother, she would have not shot him.",Jill knew that Ezra was Jim's brother.,Contradiction,Factivity,,Artificial,,,,,if,Negative,Counterfact,Factive,Construction driven,,
"If Jill had known that Ezra was Jim's brother, she would have not shot him.",Jill did not know that Ezra was Jim's brother.,Entailment,Factivity,,Artificial,,,,,if,Negative,Fact,Factive,Construction driven,,
"If Jill had known that Ezra was Jim's brother, she would have not shot him.",Jill did not shoot Ezra.,Contradiction,Factivity,,Artificial,,,,,if,Positive,Counterfact,Factive,Construction driven,,
"If Jill had known that Ezra was Jim's brother, she would have not shot him.",Jill shot Ezra.,Entailment,Factivity,,Artificial,,,,,if,Positive,Fact,Factive,Construction driven,,
"If Jill had known that Ezra was Jim's brother, she would have not shot him.",Ezra was Jim's brother. ,Entailment,Factivity,,Artificial,,,,,know,Positive,Fact,Knowledge,Lexically driven,,
Victoria is glad she did not abandon her studies.,Victoria regrets having abandoned her studies. ,Contradiction,Factivity,,Artificial,,,,,is glad,Negative,Counterfact,Psychological Reaction,Lexically driven,,
Mary was at the grocery store.,John said he just met Mary at the grocery store.,Neutral,Factivity,,Artificial,,,,,said,Positive,Fact,Report,Lexically driven,,
Mary invited Mike to her party.,Mary does not remember inviting Mike to her party. ,Neutral,Factivity,,Artificial,,,,,remember,,Possibly Counterfact,Knowledge,Lexically driven,,
Chomsky revolutionized linguistics.,"Having revolutionized linguistics, Chomsky is considered the father of linguistics.",Neutral,Factivity,,Artificial,,,,,having revolutionized,Positive,Fact,Factive,Construction driven,,
Chomsky is the father of linguistics.,"Having revolutionized linguistics, Chomsky is considered the father of linguistics.",Neutral,Factivity ,,Artificial,,,,,considered,,Possibly Fact,Belief and opinion,Lexically driven,,
Lisa lied to the police.,Lisa wonders what could have happened if she had told the truth to the police. ,Neutral,Factivity,,Artificial,,,,,if,Negative,Fact,Factive,Construction driven,,
Lisa told the truth to the police.,Lisa wonders what could have happened if she had told the truth to the police. ,Contradiction,Factivity,,Artificial,,,,,if,Negative,Counterfact,Factive,Construction driven,,
Lisa told Ross a story.,Ross felt that something was wrong with the story that Lisa told him.,Neutral,Factivity,,Artificial,,,,,told,Positive,Fact,Factive,Construction driven,,
Something was wrong with Ross's relationship.,Ross felt like something was wrong with his relationship. ,Neutral,Factivity,,Artificial,,,,,felt,,Possibly Fact,Perception,Lexically driven,,
Luke answered the phone while he was having a shower.,Luke explained to Carl that he did not answer the phone because he was having a shower.,Contradiction,Factivity,,Artificial,,,,,explained,Negative,Counterfact,Expressing Proof,Construction driven,,
Luke was having a shower when Carl called him. ,Luke explained to Carl that he did not answer the phone because he was having a shower.,Neutral,Factivity,,Artificial,,,,,explained,Positive,Fact,Expressing Proof,Construction driven,,
Jessica needed a good job. ,Jessica concluded that she needed a good job.,Neutral,Factivity,,Artificial,,,,,concluded,Positive,Fact,Inferencing Process,Lexically driven,,
Tony and Josh did not have a fight.,Tony and Josh are glad they have solved their problem without fighting. ,Neutral,Factivity,,Artificial,,,,,are glad,Negative,Fact,Psychological reaction,Construction driven,,
Tony and Josh had a fight.,Tony and Josh are glad they have solved their problem without fighting. ,Contradiction,Factivity,,Artificial,,,,,are glad,Negative,Counterfact,Psychological reaction,Construction driven,,
The problem has been solved. ,Tony and Josh are glad they have solved their problem without fighting. ,Neutral,Factivity,,Artificial,,,,,are glad,Positive,Fact,Psychological reaction,Construction driven,,
Marissa did not study for the exam. ,"Having studied, Marissa passed the exam.",Contradiction,Factivity,,Artificial,,,,,having studied,Positive,Counterfact,Factive,Construction driven,,
Marissa failed the exam.,Marissa did not think she could pass the exam.,Neutral,Factivity,,Artificial,,,,,think,,Possibly Counterfact,Belief and opinion,Lexically driven,,
The fish was gone.,The fisherman did not know that the fish was gone. ,Neutral,Factivity,,Artificial,,,,,know,Positive,Fact,Knowledge,Lexically driven,,
The fish was gone.,The fisherman knew that the fish was gone. ,Neutral,Factivity,,Artificial,,,,,knew,Positive,Fact,Knowledge,Lexically driven,,
The fish was not gone.,The fisherman did not know that the fish was gone. ,Contradiction,Factivity,,Artificial,,,,,know,Positive,Counterfact,Knowledge,Lexically driven,,
The fish was not gone.,The fisherman knew that the fish was gone. ,Contradiction,Factivity,,Artificial,,,,,knew,Positive,Counterfact,Knowledge,Lexically driven,,
It is not raining. ,Jane does not know that it is raining.,Contradiction,Factivity,,Artificial,,,,,know,Positive,Counterfact,Knowledge,Lexically driven,,
It is raining. ,Jane does not know that it is raining.,Neutral,Factivity,,Artificial,,,,,know,Positive,Fact,Knowledge,Lexically driven,,
It was raining.,Jane heard that it was raining.,Neutral,Factivity,,Artificial,,,,,heard,Positive,Fact,Perception,Lexically driven,,
Mike improved his english.,The professor was glad that Mike improved his english.,Neutral,Factivity,,Artificial,,,,,glad,Positive,Fact,Psychological reaction,Lexically driven,,
Tina is angry about the results.,Mary guesses that Tina is angry about the results.,Neutral,Factivity,,Artificial,,,,,guesses,,Possibly Fact,Belief and opinion,Lexically driven,,
Voldemort is alive.,Harry saw Voldemort dying.,Contradiction,Factivity,,Artificial,,,,,saw,Negative,Counterfact,Perception,Lexically driven,,
Voldemort is dead.,Harry saw Voldemort dying.,Neutral,Factivity,,Artificial,,,,,saw,Positive,Fact,Perception,Lexically driven,,
Nina feels bad about the end of her relationship.,Nina might feel bad about the end of her relationship. ,Neutral,Factivity,,Artificial,,,,,might,,Possibly Fact,Psychological reaction,Lexically driven,,
Nina's relationship is over.,Nina feels bad about the end of her relationship. ,Neutral,Factivity,,Artificial,,,,,feels,Positive,Fact,Factive,Construction driven,,
The car did not explode.,Nobody saw the car exploding. ,Entailment,Factivity: quantifiers,,Artificial,,,,,saw,,Possibly Counterfact,Perception,Lexically driven,,
Ron regretted not being around Harry last year.,Harry thinks Ron regretted not being around him last year.,Neutral,Factivity,,Artificial,,,,,thinks,,Possibly Fact,Belief and opinion,Lexically driven,,
Ron regretted not being around Harry last year.,Harry knows that Ron regretted not being around him last year.,Neutral,Factivity,,Artificial,,,,,knows,Positive,Fact,Knowledge,Lexically driven,,
Ron was around Harry last year.,Ron regretted not be around Harry last year.,Contradiction,Factivity,,Artificial,,,,,regretted,Negative,Counterfact,Psychological reaction,Lexically driven,,
Karen had an affair.,Everybody knew that Karen had an affair.,Neutral,Factivity: quantifiers,,Artificial,,,,,knew,Positive,Counterfact,Knowledge,Lexically driven,,
Serena came home for the holidays.,It looks like Serena came home for the holidays.,Neutral,Factivity,,Artificial,,,,,looks like,Positive,Possibly Counterfact,Impersonal,Lexically driven,,
Knopfler enjoyed the concert.,Thomas observed that Knopfler enjoyed the concert.,Neutral,Factivity,,Artificial,,,,,observed,Positive,Fact,Report,Lexically driven,,
Knopfler enjoyed the concert.,Thomas denied that Knopfler enjoyed the concert.,Neutral,Factivity,,Artificial,,,,,denied,Negative,Counterfact,Report,Lexically driven,,
Knopfler did not enjoy the concert.,Thomas denied that Knopfler enjoyed the concert.,Neutral,Factivity,,Artificial,,,,,denied,Negative,Fact,Report,Lexically driven,,
Knopfler did not enjoy the concert.,Thomas observed that Knopfler enjoyed the concert.,Contradiction,Factivity,,Artificial,,,,,observed,Positive,Counterfact,Report,Lexically driven,,
Scientists are very far from a vaccine.,Scientists do not know how far they are from a vaccine.,Contradiction,Factivity,,Artificial,,,,,know,,Possibly Fact,Knowledge,Lexically driven,,
Everyone deserves access to information. ,Some people believe everyone deserves access to information. ,Neutral,Factivity: quantifiers,,Artificial,,,,,believe,,Possibly Fact,Belief and opinion,Lexically driven,,
Nobody deserves access to information. ,July knows that everyone deserves access to information. ,Contradiction,Factivity,,Artificial,,,,,knows,Negative,Counterfact,Knowledge,Lexically driven,,
George is involved in the trade.,George denies being involved in the trade.,Neutral,Factivity,,Artificial,,,,,denies,Negative,Possibly Counterfact,Belief and opinion,Lexically driven,,
The term was coined by musicians.,Ernest demonstrated that the term was coined by musicians.,Neutral,Factivity,,Artificial,,,,,demonstrated,Positive,Fact,Expressing Proof,Lexically driven,,
Byron Lee introduced the term.,Jackie insisted that it was Byron Lee who introduced the term.,Neutral,Factivity,,Artificial,,,,,insisted,,Possibly Fact,Belief and opinion,Lexically driven,,
Disco music was already being produced.,What can be said for sure is that disco music was already being produced.,Neutral,Factivity,,Artificial,,,,,said,Positive,Fact,Report,Lexically driven,,
Conspiracy theory is psychologically harmful.,Research suggests that conspiracy theory is psychologically harmful.,Neutral,Factivity,,Artificial,,,,,suggests,,Possibly Fact,Belief and opinion,Lexically driven,,
Conspiracy theorists have privileged access to knowledge.,Conspiracy theorists consider themselves as having privileged access to knowledge.,Neutral,Factivity,,Artificial,,,,,consider,,Possibly Fact,Belief and opinion,Lexically driven,,
